X_location,Layer
672.972972972973,1
471.6216216216216,1
636.4864864864865,1
563.5135135135135,1
622.972972972973,1
629.7297297297297,1
479.72972972972974,1
1197.2972972972973,1
1321.6216216216217,1
2335.135135135135,1
898.6486486486486,1
2366.2162162162163,1
2163.5135135135133,1
2158.1081081081084,1
2466.2162162162163,1
2177.027027027027,1
2462.162162162162,1
2218.9189189189187,1
2222.972972972973,1
2210.810810810811,1
2160.810810810811,1
2344.5945945945946,1
2340.5405405405404,1
2348.6486486486488,1
2336.4864864864867,1
2435.135135135135,1
2198.6486486486488,1
2441.891891891892,1
2439.189189189189,1
2302.702702702703,1
1697.2972972972973,1
1691.8918918918919,1
1687.837837837838,1
2566.2162162162163,1
2287.837837837838,1
2554.054054054054,1
2440.5405405405404,1
2251.3513513513512,1
2245.945945945946,1
2185.135135135135,1
2178.3783783783783,3
2171.6216216216217,3
1675.6756756756756,3
2263.5135135135133,3
2348.6486486486488,3
2441.891891891892,4
2318.9189189189187,4
2185.135135135135,7
2314.864864864865,8
2436.4864864864867,8
2435.135135135135,8
2432.4324324324325,9
2250.0,14
2417.5675675675675,16
2209.4594594594596,16
2421.6216216216217,16
2417.5675675675675,17
2425.675675675676,18
2420.2702702702704,19
2414.864864864865,20
2270.2702702702704,20
2409.4594594594596,21
2410.810810810811,22
1302.7027027027027,23
1298.6486486486488,23
1625.6756756756756,23
2181.0810810810813,24
1363.5135135135135,24
2558.1081081081084,24
1533.7837837837837,25
2018.918918918919,25
2054.054054054054,25
2504.054054054054,25
1754.0540540540542,25
1743.2432432432433,25
1736.4864864864865,25
2218.9189189189187,25
2504.054054054054,25
2314.864864864865,25
2317.5675675675675,25
2308.1081081081084,26
2101.3513513513512,26
2544.5945945945946,26
756.7567567567568,26
760.8108108108108,26
2268.9189189189187,26
756.7567567567568,26
748.6486486486486,26
174.32432432432432,26
356.7567567567568,26
337.83783783783787,26
175.67567567567568,26
21.62162162162162,26
2571.6216216216217,26
247.2972972972973,26
212.16216216216216,26
204.05405405405406,26
32.432432432432435,26
2560.810810810811,26
185.13513513513513,26
39.18918918918919,26
24.324324324324326,26
2563.5135135135138,26
598.6486486486486,26
575.6756756756757,26
297.2972972972973,26
433.7837837837838,26
647.2972972972973,26
635.1351351351351,26
502.7027027027027,26
451.35135135135135,26
2550.0,26
740.5405405405405,26
729.7297297297297,27
627.0270270270271,27
579.7297297297297,27
572.972972972973,27
567.5675675675676,27
508.1081081081081,27
643.2432432432432,27
636.4864864864865,28
628.3783783783783,28
591.8918918918919,28
659.4594594594595,33
639.1891891891892,34
554.0540540540541,35
1062.162162162162,36
651.3513513513514,36
806.7567567567568,37
1294.5945945945946,39
